season;time;home;numpen;goaldiff;pendiff;ppgoal;capacity;month;timebetpens;inRow;gf1;ga1;pf1;pa1;gf2;ga2;pf2;pa2
2018-2019;14.16;0;3;1;0;0;0;2;7.06;-1;2.82;2.83;3.72;3.62;3.03;3.42;3.58;4.12
2018-2019;14.16;1;4;1;-1;0;0;2;0;-2;2.82;2.83;3.72;3.62;2.82;2.83;3.72;3.62
2018-2019;14.16;1;5;1;0;0;0;2;0;1;3.03;3.42;3.58;4.12;2.82;2.83;3.72;3.62
2018-2019;32.28;0;6;0;1;0;0;2;18.12;2;3.03;3.42;3.58;4.12;3.03;3.42;3.58;4.12
2018-2019;40.36;0;7;-2;0;0;0;2;8.08;-1;2.82;2.83;3.72;3.62;3.03;3.42;3.58;4.12
2018-2019;40.36;1;8;-2;-1;0;0;2;0;-2;2.82;2.83;3.72;3.62;2.82;2.83;3.72;3.62
2018-2019;54.48;0;9;-3;0;0;0;2;14.12;1;3.03;3.42;3.58;4.12;3.03;3.42;3.58;4.12
2018-2019;55.06;1;10;-3;-1;0;0;2;0.58;-1;2.82;2.83;3.72;3.62;2.82;2.83;3.72;3.62
2018-2019;55.06;0;11;-3;0;0;0;2;0;1;3.03;3.42;3.58;4.12;3.03;3.42;3.58;4.12
2018-2019;8.17;0;1;0;0;0;0;2;;0;;;;;2.95;2.50;3.30;3.12
2018-2019;10.23;0;2;1;-1;0;0;2;2.06;-1;2.62;3.28;3.85;4.23;2.95;2.50;3.30;3.12
2018-2019;13.16;1;3;1;-2;0;0;2;2.93;-2;2.62;3.28;3.85;4.23;2.62;3.28;3.85;4.23
2018-2019;18.13;0;4;0;-1;1;0;2;4.97;1;2.95;2.50;3.30;3.12;2.95;2.50;3.30;3.12
2018-2019;25.51;0;5;0;-2;0;0;2;7.38;-1;2.62;3.28;3.85;4.23;2.95;2.50;3.30;3.12
2018-2019;40;1;6;2;-3;0;0;2;14.49;-2;2.62;3.28;3.85;4.23;2.62;3.28;3.85;4.23
2018-2019;47.19;1;7;2;-2;0;0;2;7.19;1;2.95;2.50;3.30;3.12;2.62;3.28;3.85;4.23
2018-2019;58.47;1;8;2;-1;0;0;2;11.28;2;2.95;2.50;3.30;3.12;2.62;3.28;3.85;4.23
2018-2019;59.08;1;9;2;0;0;0;2;0.61;3;2.95;2.50;3.30;3.12;2.62;3.28;3.85;4.23
2018-2019;16.58;0;1;1;0;0;0;2;;0;;;;;2.80;2.45;4.18;3.20
2018-2019;32.42;0;2;1;-1;0;0;2;15.84;-1;3.32;2.57;3.65;3.18;2.80;2.45;4.18;3.20
2018-2019;56.17;1;3;2;-2;0;0;2;23.75;-2;3.32;2.57;3.65;3.18;3.32;2.57;3.65;3.18
2018-2019;57.51;0;4;1;-1;1;0;2;1.34;1;2.80;2.45;4.18;3.20;2.80;2.45;4.18;3.20
2018-2019;59.4;0;5;1;-2;0;0;2;1.89;-1;3.32;2.57;3.65;3.18;2.80;2.45;4.18;3.20
2018-2019;2.2;0;1;0;0;0;0;2;;0;;;;;3.45;1.68;3.70;3.32
2018-2019;6.1;0;2;0;-1;0;0;2;3.9;-1;3.03;3.42;3.58;4.12;3.45;1.68;3.70;3.32
2018-2019;17.13;0;3;1;-2;1;0;2;11.03;-2;3.03;3.42;3.58;4.12;3.45;1.68;3.70;3.32
2018-2019;30.46;1;4;2;-3;0;0;2;13.33;-3;3.03;3.42;3.58;4.12;3.03;3.42;3.58;4.12
2018-2019;42.4;0;5;2;-2;0;0;2;11.94;1;3.45;1.68;3.70;3.32;3.45;1.68;3.70;3.32
2018-2019;42.47;0;6;2;-3;0;0;2;0.07;-1;3.03;3.42;3.58;4.12;3.45;1.68;3.70;3.32
2018-2019;45.14;0;9;4;-4;1;0;2;2.67;-2;3.03;3.42;3.58;4.12;3.45;1.68;3.70;3.32
2018-2019;7.27;0;1;-1;0;0;0;2;;0;;;;;2.60;2.70;3.43;3.60
2018-2019;44.23;1;2;-1;-1;0;0;2;36.96;-1;2.42;2.58;3.13;3.68;2.42;2.58;3.13;3.68
2018-2019;48.24;0;3;-1;0;0;0;2;4.01;1;2.60;2.70;3.43;3.60;2.60;2.70;3.43;3.60
2018-2019;9.25;0;1;0;0;0;0;2;;0;;;;;2.55;3.10;4.03;3.43
2018-2019;22.27;0;2;-1;-1;0;0;2;13.02;-1;3.03;2.82;2.87;3.80;2.55;3.10;4.03;3.43
2018-2019;24.09;1;3;-1;-2;0;0;2;1.82;-2;3.03;2.82;2.87;3.80;3.03;2.82;2.87;3.80
2018-2019;40;0;4;-3;-1;1;0;2;15.91;1;2.55;3.10;4.03;3.43;2.55;3.10;4.03;3.43
2018-2019;47.01;0;5;-4;-2;0;0;2;7.01;-1;3.03;2.82;2.87;3.80;2.55;3.10;4.03;3.43
2018-2019;7.25;1;1;0;0;0;0;2;;0;;;;;2.95;2.50;3.30;3.12
2018-2019;30.29;0;2;0;1;0;0;2;23.04;1;2.73;2.53;3.28;3.32;2.73;2.53;3.28;3.32
2018-2019;40;1;3;0;0;0;0;2;9.71;-1;2.95;2.50;3.30;3.12;2.95;2.50;3.30;3.12
2018-2019;45;1;4;0;1;0;0;2;5;1;2.73;2.53;3.28;3.32;2.95;2.50;3.30;3.12
2018-2019;50.54;0;5;-1;2;1;0;2;5.54;2;2.73;2.53;3.28;3.32;2.73;2.53;3.28;3.32
2018-2019;50.54;0;6;-1;1;0;0;2;0;-1;2.95;2.50;3.30;3.12;2.73;2.53;3.28;3.32
2018-2019;53.25;0;7;-1;0;0;0;2;2.71;-2;2.95;2.50;3.30;3.12;2.73;2.53;3.28;3.32
2018-2019;15.09;0;1;0;0;0;0;2;;0;;;;;1.95;3.32;3.48;3.73
2018-2019;21.51;0;2;1;-1;0;0;2;6.42;-1;2.83;2.75;4.33;4.17;1.95;3.32;3.48;3.73
2018-2019;29.37;1;3;3;-2;1;0;2;7.86;-2;2.83;2.75;4.33;4.17;2.83;2.75;4.33;4.17
2018-2019;34.42;1;4;2;-1;1;0;2;5.05;1;1.95;3.32;3.48;3.73;2.83;2.75;4.33;4.17
2018-2019;34.42;0;5;2;0;0;0;2;0;2;1.95;3.32;3.48;3.73;1.95;3.32;3.48;3.73
2018-2019;34.42;1;6;2;-1;0;0;2;0;-1;2.83;2.75;4.33;4.17;2.83;2.75;4.33;4.17
2018-2019;49.52;1;7;1;0;0;0;2;15.1;1;1.95;3.32;3.48;3.73;2.83;2.75;4.33;4.17
2018-2019;57.44;0;8;0;1;0;0;2;7.92;2;1.95;3.32;3.48;3.73;1.95;3.32;3.48;3.73
2018-2019;10.55;0;1;0;0;0;0;2;;0;;;;;2.42;2.98;3.37;3.40
2018-2019;29.37;0;2;0;-1;0;0;2;18.82;-1;1.95;3.32;3.48;3.73;2.42;2.98;3.37;3.40
2018-2019;36.04;0;3;0;-2;0;0;2;6.67;-2;1.95;3.32;3.48;3.73;2.42;2.98;3.37;3.40
2018-2019;4.14;1;1;1;0;0;0;2;;0;;;;;2.55;3.10;4.03;3.43
2018-2019;6.46;0;2;1;1;0;0;2;2.32;1;2.80;2.45;4.18;3.20;2.80;2.45;4.18;3.20
2018-2019;9.57;1;3;1;0;0;0;2;3.11;-1;2.55;3.10;4.03;3.43;2.55;3.10;4.03;3.43
2018-2019;34.17;0;8;1;1;0;0;2;24.6;1;2.80;2.45;4.18;3.20;2.80;2.45;4.18;3.20
2018-2019;51.11;0;9;2;0;1;0;2;16.94;-1;2.55;3.10;4.03;3.43;2.80;2.45;4.18;3.20
2018-2019;56.14;0;10;2;-1;0;0;2;5.03;-2;2.55;3.10;4.03;3.43;2.80;2.45;4.18;3.20
2018-2019;59.28;1;11;2;-2;0;0;2;3.14;-3;2.55;3.10;4.03;3.43;2.55;3.10;4.03;3.43
2018-2019;5.02;1;1;0;0;0;0;2;;0;;;;;2.82;2.83;3.72;3.62
2018-2019;7.38;0;2;0;1;0;0;2;2.36;1;2.62;3.28;3.85;4.23;2.62;3.28;3.85;4.23
2018-2019;11.23;0;3;0;0;0;0;2;3.85;-1;2.82;2.83;3.72;3.62;2.62;3.28;3.85;4.23
2018-2019;29.49;1;4;1;-1;1;0;2;18.26;-2;2.82;2.83;3.72;3.62;2.82;2.83;3.72;3.62
2018-2019;33.53;0;5;1;0;0;0;2;4.04;1;2.62;3.28;3.85;4.23;2.62;3.28;3.85;4.23
2018-2019;39.33;0;8;1;-1;0;0;2;5.8;-1;2.82;2.83;3.72;3.62;2.62;3.28;3.85;4.23
2018-2019;43.55;1;9;1;-2;0;0;2;4.22;-2;2.82;2.83;3.72;3.62;2.82;2.83;3.72;3.62
2018-2019;58.2;1;10;1;-1;1;0;2;14.65;1;2.62;3.28;3.85;4.23;2.82;2.83;3.72;3.62
2018-2019;63.04;0;11;0;0;1;0;2;4.84;2;2.62;3.28;3.85;4.23;2.62;3.28;3.85;4.23
2018-2019;1.47;0;1;-1;0;0;0;2;;0;;;;;2.83;2.75;4.33;4.17
2018-2019;8.37;0;2;-1;-1;0;0;2;6.9;-1;3.03;3.42;3.58;4.12;2.83;2.75;4.33;4.17
2018-2019;12.57;0;3;0;-2;0;0;2;4.2;-2;3.03;3.42;3.58;4.12;2.83;2.75;4.33;4.17
2018-2019;14.57;1;4;1;-3;1;0;2;2;-3;3.03;3.42;3.58;4.12;3.03;3.42;3.58;4.12
2018-2019;23.25;1;5;2;-2;0;0;2;8.68;1;2.83;2.75;4.33;4.17;3.03;3.42;3.58;4.12
2018-2019;26.38;0;6;2;-1;0;0;2;3.13;2;2.83;2.75;4.33;4.17;2.83;2.75;4.33;4.17
2018-2019;28.34;0;7;2;-2;0;0;2;1.96;-1;3.03;3.42;3.58;4.12;2.83;2.75;4.33;4.17
2018-2019;32.55;1;8;2;-3;0;0;2;4.21;-2;3.03;3.42;3.58;4.12;3.03;3.42;3.58;4.12
2018-2019;35.34;1;9;3;-2;0;0;2;2.79;1;2.83;2.75;4.33;4.17;3.03;3.42;3.58;4.12
2018-2019;56.16;1;12;4;-1;0;0;2;20.82;2;2.83;2.75;4.33;4.17;3.03;3.42;3.58;4.12
2018-2019;58;0;13;4;0;0;0;2;1.84;3;2.83;2.75;4.33;4.17;2.83;2.75;4.33;4.17
2018-2019;22.11;1;1;0;0;0;0;2;;0;;;;;2.42;2.98;3.37;3.40
2018-2019;28.59;0;2;-1;1;0;0;2;6.48;1;2.80;2.45;4.18;3.20;2.80;2.45;4.18;3.20
2018-2019;39.1;0;3;0;0;0;0;2;10.51;-1;2.42;2.98;3.37;3.40;2.80;2.45;4.18;3.20
2018-2019;43.48;0;4;0;-1;0;0;2;4.38;-2;2.42;2.98;3.37;3.40;2.80;2.45;4.18;3.20
2018-2019;51.19;1;5;1;-2;1;0;2;7.71;-3;2.42;2.98;3.37;3.40;2.42;2.98;3.37;3.40
2018-2019;59;1;6;2;-1;0;0;2;7.81;1;2.80;2.45;4.18;3.20;2.42;2.98;3.37;3.40
2018-2019;13.09;1;1;1;0;0;1;2;;0;;;;;2.95;2.50;3.30;3.12
2018-2019;30.06;1;2;1;1;0;1;2;16.97;1;2.82;2.83;3.72;3.62;2.95;2.50;3.30;3.12
2018-2019;32.48;1;3;1;2;0;1;2;2.42;2;2.82;2.83;3.72;3.62;2.95;2.50;3.30;3.12
2018-2019;38.03;0;4;0;3;1;1;2;5.55;3;2.82;2.83;3.72;3.62;2.82;2.83;3.72;3.62
2018-2019;45.12;1;5;0;2;0;1;2;7.09;-1;2.95;2.50;3.30;3.12;2.95;2.50;3.30;3.12
2018-2019;8.41;0;1;0;0;0;0;2;;0;;;;;2.42;2.58;3.13;3.68
2018-2019;16.02;1;2;-1;-1;0;0;2;7.61;-1;2.62;3.28;3.85;4.23;2.62;3.28;3.85;4.23
2018-2019;26.19;1;3;-1;0;1;0;2;10.17;1;2.42;2.58;3.13;3.68;2.62;3.28;3.85;4.23
2018-2019;31.1;0;4;-1;1;0;0;2;4.91;2;2.42;2.58;3.13;3.68;2.42;2.58;3.13;3.68
2018-2019;44.3;0;5;-1;0;0;0;2;13.2;-1;2.62;3.28;3.85;4.23;2.42;2.58;3.13;3.68
2018-2019;55.45;0;6;0;-1;0;0;2;11.15;-2;2.62;3.28;3.85;4.23;2.42;2.58;3.13;3.68
2018-2019;58.26;1;7;-1;-2;0;0;2;2.81;-3;2.62;3.28;3.85;4.23;2.62;3.28;3.85;4.23
2018-2019;9.18;1;1;0;0;0;0;2;;0;;;;;3.45;1.68;3.70;3.32
2018-2019;14.57;1;4;-1;1;0;0;2;5.39;1;2.55;3.10;4.03;3.43;3.45;1.68;3.70;3.32
2018-2019;15.38;1;5;-1;2;0;0;2;0.81;2;2.55;3.10;4.03;3.43;3.45;1.68;3.70;3.32
2018-2019;15.38;0;6;-1;3;0;0;2;0;3;2.55;3.10;4.03;3.43;2.55;3.10;4.03;3.43
2018-2019;15.38;0;7;-1;2;0;0;2;0;-1;3.45;1.68;3.70;3.32;2.55;3.10;4.03;3.43
2018-2019;27.55;0;8;-1;1;0;0;2;12.17;-2;3.45;1.68;3.70;3.32;2.55;3.10;4.03;3.43
2018-2019;35.52;1;9;-1;0;0;0;2;7.97;-3;3.45;1.68;3.70;3.32;3.45;1.68;3.70;3.32
2018-2019;41.4;0;10;-1;1;0;0;2;5.88;1;2.55;3.10;4.03;3.43;2.55;3.10;4.03;3.43
2018-2019;51.28;0;11;-2;0;1;0;2;9.88;-1;3.45;1.68;3.70;3.32;2.55;3.10;4.03;3.43
2018-2019;57.02;1;12;-2;-1;0;0;2;5.74;-2;3.45;1.68;3.70;3.32;3.45;1.68;3.70;3.32
2018-2019;58.57;1;13;-2;0;0;0;2;1.55;1;2.55;3.10;4.03;3.43;3.45;1.68;3.70;3.32
2018-2019;58.57;1;14;-2;1;0;0;2;0;2;2.55;3.10;4.03;3.43;3.45;1.68;3.70;3.32
2018-2019;58.57;0;15;-2;2;0;0;2;0;3;2.55;3.10;4.03;3.43;2.55;3.10;4.03;3.43
2018-2019;59.14;0;16;-2;1;0;0;2;0.57;-1;3.45;1.68;3.70;3.32;2.55;3.10;4.03;3.43
2018-2019;1.33;0;1;0;0;0;0;2;;0;;;;;3.32;2.57;3.65;3.18
2018-2019;13.26;1;2;1;-1;0;0;2;11.93;-1;2.73;2.53;3.28;3.32;2.73;2.53;3.28;3.32
2018-2019;15.07;0;3;0;0;1;0;2;1.81;1;3.32;2.57;3.65;3.18;3.32;2.57;3.65;3.18
2018-2019;17.36;1;4;1;-1;1;0;2;2.29;-1;2.73;2.53;3.28;3.32;2.73;2.53;3.28;3.32
2018-2019;21.28;1;5;1;0;0;0;2;3.92;1;3.32;2.57;3.65;3.18;2.73;2.53;3.28;3.32
2018-2019;33;1;6;0;1;1;0;2;11.72;2;3.32;2.57;3.65;3.18;2.73;2.53;3.28;3.32
2018-2019;34.51;1;7;0;2;0;0;2;1.51;3;3.32;2.57;3.65;3.18;2.73;2.53;3.28;3.32
2018-2019;37.34;0;8;0;3;0;0;2;2.83;4;3.32;2.57;3.65;3.18;3.32;2.57;3.65;3.18
2018-2019;57.46;1;9;0;2;0;0;2;20.12;-1;2.73;2.53;3.28;3.32;2.73;2.53;3.28;3.32
2018-2019;5.13;0;1;0;0;0;0;2;;0;;;;;3.03;3.42;3.58;4.12
2018-2019;12.23;0;2;2;-1;0;0;2;7.1;-1;2.60;2.70;3.43;3.60;3.03;3.42;3.58;4.12
2018-2019;18.17;0;3;2;-2;0;0;2;5.94;-2;2.60;2.70;3.43;3.60;3.03;3.42;3.58;4.12
2018-2019;23.1;0;4;3;-3;1;0;2;4.93;-3;2.60;2.70;3.43;3.60;3.03;3.42;3.58;4.12
2018-2019;29.47;1;5;4;-4;1;0;2;6.37;-4;2.60;2.70;3.43;3.60;2.60;2.70;3.43;3.60
2018-2019;36.38;0;6;3;-3;0;0;2;6.91;1;3.03;3.42;3.58;4.12;3.03;3.42;3.58;4.12
2018-2019;37.47;1;7;3;-4;0;0;2;1.09;-1;2.60;2.70;3.43;3.60;2.60;2.70;3.43;3.60
2018-2019;56.07;1;8;0;-3;0;0;2;18.6;1;3.03;3.42;3.58;4.12;2.60;2.70;3.43;3.60
2018-2019;64.47;1;9;0;-2;0;0;2;8.4;2;3.03;3.42;3.58;4.12;2.60;2.70;3.43;3.60
2018-2019;4;1;1;0;0;0;0;2;;0;;;;;3.03;2.82;2.87;3.80
2018-2019;10.4;0;2;1;1;0;0;2;6.4;1;1.95;3.32;3.48;3.73;1.95;3.32;3.48;3.73
2018-2019;14.19;0;3;1;0;0;0;2;3.79;-1;3.03;2.82;2.87;3.80;1.95;3.32;3.48;3.73
2018-2019;17.03;1;4;1;-1;0;0;2;2.84;-2;3.03;2.82;2.87;3.80;3.03;2.82;2.87;3.80
2018-2019;19.12;0;5;1;0;0;0;2;2.09;1;1.95;3.32;3.48;3.73;1.95;3.32;3.48;3.73
2018-2019;19.38;1;6;1;-1;0;0;2;0.26;-1;3.03;2.82;2.87;3.80;3.03;2.82;2.87;3.80
2018-2019;21.36;0;7;1;0;0;0;2;1.98;1;1.95;3.32;3.48;3.73;1.95;3.32;3.48;3.73
2018-2019;23.3;1;8;1;-1;0;0;2;1.94;-1;3.03;2.82;2.87;3.80;3.03;2.82;2.87;3.80
2018-2019;26.08;1;9;0;0;1;0;2;2.78;1;1.95;3.32;3.48;3.73;3.03;2.82;2.87;3.80
2018-2019;28.55;0;10;0;1;0;0;2;2.47;2;1.95;3.32;3.48;3.73;1.95;3.32;3.48;3.73
2018-2019;33.55;0;11;-1;0;0;0;2;5;-1;3.03;2.82;2.87;3.80;1.95;3.32;3.48;3.73
2018-2019;45.21;0;12;-2;-1;0;0;2;11.66;-2;3.03;2.82;2.87;3.80;1.95;3.32;3.48;3.73
2018-2019;4.27;0;1;0;0;0;0;2;;0;;;;;2.73;2.53;3.28;3.32
2018-2019;9.32;1;2;0;-1;0;0;2;5.05;-1;2.42;2.58;3.13;3.68;2.42;2.58;3.13;3.68
2018-2019;27.46;0;5;1;0;0;0;2;18.14;1;2.73;2.53;3.28;3.32;2.73;2.53;3.28;3.32
2018-2019;36.1;1;6;1;-1;0;0;2;8.64;-1;2.42;2.58;3.13;3.68;2.42;2.58;3.13;3.68
2018-2019;50.4;1;7;2;0;0;0;2;14.3;1;2.73;2.53;3.28;3.32;2.42;2.58;3.13;3.68
2018-2019;54.2;0;8;2;1;0;0;2;3.8;2;2.73;2.53;3.28;3.32;2.73;2.53;3.28;3.32
2018-2019;4.42;1;1;1;0;0;0;2;;0;;;;;2.55;3.10;4.03;3.43
2018-2019;7.4;0;2;1;1;0;0;2;2.98;1;2.42;2.98;3.37;3.40;2.42;2.98;3.37;3.40
2018-2019;7.4;1;3;1;0;0;0;2;0;-1;2.55;3.10;4.03;3.43;2.55;3.10;4.03;3.43
2018-2019;7.4;0;4;1;1;0;0;2;0;1;2.42;2.98;3.37;3.40;2.42;2.98;3.37;3.40
2018-2019;23.16;1;5;1;0;1;0;2;15.76;-1;2.55;3.10;4.03;3.43;2.55;3.10;4.03;3.43
2018-2019;40;0;6;3;1;0;0;2;16.84;1;2.42;2.98;3.37;3.40;2.42;2.98;3.37;3.40
2018-2019;42.49;0;7;3;0;0;0;2;2.49;-1;2.55;3.10;4.03;3.43;2.42;2.98;3.37;3.40
2018-2019;51.4;1;8;3;-1;0;0;2;8.91;-2;2.55;3.10;4.03;3.43;2.55;3.10;4.03;3.43
2018-2019;51.4;0;9;3;0;0;0;2;0;1;2.42;2.98;3.37;3.40;2.42;2.98;3.37;3.40
2018-2019;16.53;0;1;2;0;0;0;2;;0;;;;;2.62;3.28;3.85;4.23
2018-2019;20.55;1;2;2;-1;0;0;2;4.02;-1;1.95;3.32;3.48;3.73;1.95;3.32;3.48;3.73
2018-2019;28.02;0;3;2;0;0;0;2;7.47;1;2.62;3.28;3.85;4.23;2.62;3.28;3.85;4.23
2018-2019;31.09;0;4;2;-1;0;0;2;3.07;-1;1.95;3.32;3.48;3.73;2.62;3.28;3.85;4.23
2018-2019;52.01;1;5;3;-2;0;0;2;20.92;-2;1.95;3.32;3.48;3.73;1.95;3.32;3.48;3.73
2018-2019;7.24;1;1;0;0;0;0;2;;0;;;;;3.03;2.82;2.87;3.80
2018-2019;14.53;0;2;-1;1;0;0;2;7.29;1;2.83;2.75;4.33;4.17;2.83;2.75;4.33;4.17
2018-2019;18.4;0;3;-1;0;0;0;2;3.87;-1;3.03;2.82;2.87;3.80;2.83;2.75;4.33;4.17
2018-2019;31.16;0;6;0;-1;0;0;2;12.76;-2;3.03;2.82;2.87;3.80;2.83;2.75;4.33;4.17
2018-2019;34.35;1;7;0;-2;0;0;2;3.19;-3;3.03;2.82;2.87;3.80;3.03;2.82;2.87;3.80
2018-2019;44.56;0;8;0;-1;0;0;2;10.21;1;2.83;2.75;4.33;4.17;2.83;2.75;4.33;4.17
2018-2019;54.17;0;9;0;-2;0;0;2;9.61;-1;3.03;2.82;2.87;3.80;2.83;2.75;4.33;4.17
2018-2019;60;0;10;2;-3;1;0;2;5.83;-2;3.03;2.82;2.87;3.80;2.83;2.75;4.33;4.17
2018-2019;60;0;11;2;-4;0;0;2;0;-3;3.03;2.82;2.87;3.80;2.83;2.75;4.33;4.17
2018-2019;11.38;1;1;0;0;0;0;2;;0;;;;;3.03;3.42;3.58;4.12
2018-2019;16.5;0;2;0;1;0;0;2;5.12;1;2.95;2.50;3.30;3.12;2.95;2.50;3.30;3.12
2018-2019;23.28;0;3;0;0;0;0;2;6.78;-1;3.03;3.42;3.58;4.12;2.95;2.50;3.30;3.12
2018-2019;37.59;1;4;0;-1;0;0;2;14.31;-2;3.03;3.42;3.58;4.12;3.03;3.42;3.58;4.12
2018-2019;48.21;1;5;0;0;0;0;2;10.62;1;2.95;2.50;3.30;3.12;3.03;3.42;3.58;4.12
2018-2019;1.42;0;1;0;0;0;0;2;;0;;;;;3.45;1.68;3.70;3.32
2018-2019;10.57;0;2;0;-1;0;0;2;9.15;-1;2.60;2.70;3.43;3.60;3.45;1.68;3.70;3.32
2018-2019;24.08;1;3;2;-2;0;0;2;13.51;-2;2.60;2.70;3.43;3.60;2.60;2.70;3.43;3.60
2018-2019;24.56;0;4;2;-1;0;0;2;0.48;1;3.45;1.68;3.70;3.32;3.45;1.68;3.70;3.32
2018-2019;28.21;0;5;2;-2;0;0;2;3.65;-1;2.60;2.70;3.43;3.60;3.45;1.68;3.70;3.32
2018-2019;33.07;0;6;3;-3;0;0;2;4.86;-2;2.60;2.70;3.43;3.60;3.45;1.68;3.70;3.32
2018-2019;41.34;0;7;4;-4;0;0;2;8.27;-3;2.60;2.70;3.43;3.60;3.45;1.68;3.70;3.32
2018-2019;59.55;0;10;5;-5;0;0;2;18.21;-4;2.60;2.70;3.43;3.60;3.45;1.68;3.70;3.32
2018-2019;16.15;0;1;-2;0;0;0;2;;0;;;;;2.55;3.10;4.03;3.43
2018-2019;21.44;1;2;-1;-1;0;0;2;5.29;-1;2.82;2.83;3.72;3.62;2.82;2.83;3.72;3.62
2018-2019;26.46;1;3;-2;0;1;0;2;5.02;1;2.55;3.10;4.03;3.43;2.82;2.83;3.72;3.62
2018-2019;33.58;1;4;-3;1;0;0;2;7.12;2;2.55;3.10;4.03;3.43;2.82;2.83;3.72;3.62
2018-2019;38.04;0;5;-3;2;0;0;2;4.46;3;2.55;3.10;4.03;3.43;2.55;3.10;4.03;3.43
2018-2019;44.27;0;6;-2;1;1;0;2;6.23;-1;2.82;2.83;3.72;3.62;2.55;3.10;4.03;3.43
2018-2019;54.25;1;7;-4;0;0;0;2;9.98;-2;2.82;2.83;3.72;3.62;2.82;2.83;3.72;3.62
2018-2019;57.48;1;8;-4;1;0;0;2;3.23;1;2.55;3.10;4.03;3.43;2.82;2.83;3.72;3.62
2018-2019;59.44;1;9;-4;2;0;0;2;1.96;2;2.55;3.10;4.03;3.43;2.82;2.83;3.72;3.62
2018-2019;7.12;1;1;-1;0;0;0;2;;0;;;;;3.32;2.57;3.65;3.18
2018-2019;19.25;1;2;-1;1;0;0;2;12.13;1;3.03;2.82;2.87;3.80;3.32;2.57;3.65;3.18
2018-2019;33.56;1;3;0;2;0;0;2;14.31;2;3.03;2.82;2.87;3.80;3.32;2.57;3.65;3.18
2018-2019;39.06;0;4;-1;3;1;0;2;5.5;3;3.03;2.82;2.87;3.80;3.03;2.82;2.87;3.80
2018-2019;44.49;1;5;-2;2;0;0;2;5.43;-1;3.32;2.57;3.65;3.18;3.32;2.57;3.65;3.18
2018-2019;50.13;0;6;-2;3;0;0;2;5.64;1;3.03;2.82;2.87;3.80;3.03;2.82;2.87;3.80
2018-2019;52.16;0;7;-2;2;0;0;2;2.03;-1;3.32;2.57;3.65;3.18;3.03;2.82;2.87;3.80
2018-2019;7.37;0;1;0;0;0;0;2;;0;;;;;3.45;1.68;3.70;3.32
2018-2019;14.52;1;2;0;-1;0;0;2;7.15;-1;2.95;2.50;3.30;3.12;2.95;2.50;3.30;3.12
2018-2019;26.35;0;3;0;0;0;0;2;11.83;1;3.45;1.68;3.70;3.32;3.45;1.68;3.70;3.32
2018-2019;27.12;0;4;0;-1;0;0;2;0.77;-1;2.95;2.50;3.30;3.12;3.45;1.68;3.70;3.32
2018-2019;38.26;1;7;0;-2;0;0;2;11.14;-2;2.95;2.50;3.30;3.12;2.95;2.50;3.30;3.12
2018-2019;39.26;0;8;0;-1;0;0;2;1;1;3.45;1.68;3.70;3.32;3.45;1.68;3.70;3.32
2018-2019;7.19;0;1;0;0;0;0;2;;0;;;;;2.60;2.70;3.43;3.60
2018-2019;12.35;0;2;1;-1;0;0;2;5.16;-1;2.83;2.75;4.33;4.17;2.60;2.70;3.43;3.60
2018-2019;13.14;0;3;1;-2;0;0;2;0.79;-2;2.83;2.75;4.33;4.17;2.60;2.70;3.43;3.60
2018-2019;17.51;0;4;2;-3;1;0;2;4.37;-3;2.83;2.75;4.33;4.17;2.60;2.70;3.43;3.60
2018-2019;26.52;0;5;1;-4;0;0;2;9.01;-4;2.83;2.75;4.33;4.17;2.60;2.70;3.43;3.60
2018-2019;27.25;1;6;1;-5;0;0;2;0.73;-5;2.83;2.75;4.33;4.17;2.83;2.75;4.33;4.17
2018-2019;29.48;0;7;2;-4;0;0;2;2.23;1;2.60;2.70;3.43;3.60;2.60;2.70;3.43;3.60
2018-2019;34.01;1;8;2;-5;0;0;2;4.53;-1;2.83;2.75;4.33;4.17;2.83;2.75;4.33;4.17
2018-2019;44.43;0;9;3;-4;0;0;2;10.42;1;2.60;2.70;3.43;3.60;2.60;2.70;3.43;3.60
2018-2019;45.5;1;10;3;-5;0;0;2;1.07;-1;2.83;2.75;4.33;4.17;2.83;2.75;4.33;4.17
2018-2019;45.53;0;11;3;-4;0;0;2;0.03;1;2.60;2.70;3.43;3.60;2.60;2.70;3.43;3.60
2018-2019;48.48;1;12;3;-5;0;0;2;2.95;-1;2.83;2.75;4.33;4.17;2.83;2.75;4.33;4.17
2018-2019;57.27;1;13;3;-4;0;0;2;8.79;1;2.60;2.70;3.43;3.60;2.83;2.75;4.33;4.17
2018-2019;58.04;0;14;3;-3;0;0;2;0.77;2;2.60;2.70;3.43;3.60;2.60;2.70;3.43;3.60
2018-2019;10.18;1;1;0;0;0;0;2;;0;;;;;2.42;2.98;3.37;3.40
2018-2019;38.49;0;2;1;1;0;0;2;28.31;1;3.03;3.42;3.58;4.12;3.03;3.42;3.58;4.12
2018-2019;43.05;1;3;2;0;0;0;2;4.56;-1;2.42;2.98;3.37;3.40;2.42;2.98;3.37;3.40
2018-2019;9.08;0;1;1;0;0;0;2;;0;;;;;1.95;3.32;3.48;3.73
2018-2019;12.55;1;2;1;-1;0;0;2;3.47;-1;2.80;2.45;4.18;3.20;2.80;2.45;4.18;3.20
